Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:54:38:01.635,61,0.1437844336,0.2456833273,0.0608592294,0.0000000000,0.0000000000,0.0390444659,0.0000000000,0.1439588517,0.2457372397,0.0559762418,0.0000000000,0.0000000000,0.0390396491,0.0000000000,0.0174924247,0.0000000000,0.0020617959,0.0269516781,0.0372943208,0.0647145063,0.1369854808,0.0000000000,0.0236997791,0.1258101165,0.1638404429,0.0000000000,0.0000000000,0.0144680105,0.0155628230,0.0392473154,0.0431375876,0.0286058169,0.0217642691,0.1210952327,0.0673467666,0.0476296581,0.0503029823,0.0517202616,0.0475385301,0.0140960878,0.0153056281,0.1011342928,0.1011553481,0.0331176370,0.0000000000,0.0000000000,0.0293796081,0.0347910114,0.0363445990,0.0740219876,0.0767135397,0.0000001946,0.0000000000,0.0000000000,0.0000000000,-0.0338092670,0.1501988173,-0.0051156273,0.0367587022,0.1501816362,0.0055610538
11:54:38:02.637,61,0.1442354620,0.2469884753,0.0612266213,0.0000000000,0.0000000000,0.0392847694,0.0000000000,0.1444155872,0.2470460385,0.0556461923,0.0000000000,0.0000000000,0.0392798185,0.0000000000,0.0176413059,0.0000000000,0.0022357181,0.0296864212,0.0430706143,0.0707286000,0.1372509152,0.0000000000,0.0243099481,0.1296983063,0.1679644585,0.0000000000,0.0000000000,0.0147948954,0.0159797370,0.0409259722,0.0451238379,0.0287067723,0.0220134463,0.1154461503,0.0646907389,0.0476559363,0.0502486601,0.0585366935,0.0543051176,0.0144226635,0.0157475863,0.1046721265,0.1046919897,0.0339222066,0.0000000000,0.0000000000,0.0287753772,0.0366897732,0.0381255113,0.0786334276,0.0816627592,0.0000002148,0.0000000000,0.0000000000,0.0000000000,-0.0336058401,0.1509977579,-0.0051123207,0.0369761325,0.1509806663,0.0056241495
11:54:38:03.638,61,0.1455132514,0.2478834987,0.0619169474,0.0000000000,0.0000000000,0.0398371443,0.0000000000,0.1457149833,0.2479483783,0.0549644418,0.0000000000,0.0000000000,0.0398317650,0.0000000000,0.0180808287,0.0000000000,0.0027839453,0.0394896753,0.0578864925,0.1360397041,0.1972280294,0.0000000000,0.0249602683,0.1200103238,0.1617961973,0.0000000000,0.0000000000,0.0152958417,0.0166013073,0.0497955792,0.0571993031,0.0288152099,0.0224113222,0.1137889028,0.0638552234,0.0479748137,0.0504723191,0.0859891772,0.0816984475,0.0166947506,0.0197294522,0.1138980761,0.1139126122,0.0378718413,0.0000000000,0.0000000000,0.0283595640,0.0404115543,0.0417145938,0.1038802639,0.1097991690,0.0000002014,0.0000000000,0.0000000000,0.0000000000,-0.0331913345,0.1515472084,-0.0050679441,0.0373899154,0.1515301168,0.0057080733
11:54:38:04.639,61,0.1550000608,0.2498204708,0.0630947724,0.0000000000,0.0000000000,0.0416845642,0.0000000000,0.1551458389,0.2498978674,0.0538222454,0.0000000000,0.0000000000,0.0416780263,0.0000000000,0.0222363770,0.0000000000,0.0050356234,0.0720171332,0.0705121830,0.2763074338,0.2038052976,0.0000000000,0.0250142217,0.1152356714,0.1556568295,0.0000000000,0.0000000000,0.0176823828,0.0199797917,0.0796612948,0.0864739940,0.0288067032,0.0229830872,0.1128919050,0.0637151152,0.0482960381,0.0506729074,0.1800942123,0.1747025996,0.0544111952,0.0654367507,0.1211741492,0.1211840510,0.0469553247,0.0000000000,0.0000000000,0.0278807338,0.0502084084,0.0512207821,0.1191840246,0.1243089512,0.0000001699,0.0000000000,0.0000000000,0.0000000000,-0.0324956588,0.1527351886,-0.0050012670,0.0380942598,0.1527183205,0.0058618602
11:54:38:05.641,61,0.1631805301,0.2491385639,0.0636689663,0.0000000000,0.0000000000,0.0427899100,0.0000000000,0.1632532179,0.2492217720,0.0532997139,0.0000000000,0.0000000000,0.0427831188,0.0000000000,0.0254193712,0.0000000000,0.0132358968,0.0986343920,0.0742161870,0.5444490314,0.2083036005,0.0000000000,0.0247337744,0.0558530316,0.0913376361,0.0000000000,0.0000000000,0.0201327335,0.0230833925,0.0977644399,0.1095522493,0.0283820927,0.0234867837,0.1120478809,0.0660511330,0.0486131161,0.0508580729,0.2360522002,0.2261484861,0.1006906405,0.1089037955,0.1238525435,0.1238600761,0.0503137074,0.0000000000,0.0000000000,0.0272286683,0.0533065349,0.0543065928,0.1251380444,0.1302778125,0.0000001395,0.0000000000,0.0000000000,0.0000000000,-0.0321822278,0.1523204148,-0.0049393838,0.0384433940,0.1523035020,0.0058992375
11:54:38:06.644,61,0.1722947061,0.2500506938,0.0664360523,0.0000000000,0.0000000000,0.0435810238,0.0000000000,0.1723364443,0.2501631379,0.0506595559,0.0000000000,0.0000000000,0.0435742065,0.0000000000,0.0304217227,0.0000000000,0.0198051818,0.1293701828,0.0731087849,0.6248281598,0.1834852397,0.0000000000,0.0239407234,0.0402563661,0.0743399784,0.0000000000,0.0000000000,0.0227534138,0.0260470957,0.1051656753,0.1180721968,0.0278423745,0.0239885710,0.1087221354,0.0679283887,0.0488742031,0.0510032997,0.3017151952,0.2906856835,0.1292338967,0.1424445063,0.1251813620,0.1251873225,0.0521498360,0.0000000000,0.0000000000,0.0255721267,0.0549674891,0.0560612343,0.1283804625,0.1336449981,0.0000000563,0.0000000000,0.0000000000,0.0000000000,-0.0305854175,0.1528880894,-0.0047121537,0.0401107036,0.1528712362,0.0061782533
11:54:38:07.644,61,0.1760889441,0.2498102635,0.0680918247,0.0000000000,0.0000000000,0.0442711897,0.0000000000,0.1761151552,0.2499400377,0.0491277613,0.0000000000,0.0000000000,0.0442644060,0.0000000000,0.0489004143,0.0000000000,0.0288571138,0.1761243492,0.0641798079,0.5801697373,0.1138347536,0.0000000000,0.0230759252,0.0351957493,0.0674354360,0.0000000000,0.0000000000,0.0254057907,0.0288838856,0.1091497391,0.1224856749,0.0273150988,0.0244359206,0.0939523578,0.0689408407,0.0487392582,0.0507599674,0.3841395974,0.3747962713,0.1947888285,0.2119648606,0.1245335564,0.1245377362,0.0530824736,0.0000000000,0.0000000000,0.0225228425,0.0559299439,0.0571911223,0.1302197874,0.1356063634,0.0000000249,0.0000000000,0.0000000000,0.0000000000,-0.0296612307,0.1527473927,-0.0045655426,0.0411112905,0.1527305096,0.0063263630
11:54:38:08.646,61,0.1798301935,0.2515091598,0.0696901754,0.0000000000,0.0000000000,0.0447262973,0.0000000000,0.1798522025,0.2516559958,0.0476837344,0.0000000000,0.0000000000,0.0447197407,0.0000000000,0.0624006875,0.0000000000,0.0342836343,0.1914161146,0.0570270456,0.5545710325,0.0939202234,0.0000000000,0.0211466383,0.0560495630,0.0882614851,0.0000000000,0.0000000000,0.0282508172,0.0317409374,0.1120383069,0.1250342280,0.0267546661,0.0247364808,0.0866326243,0.0697891712,0.0483619757,0.0502956733,0.4570190310,0.4476093948,0.2338881344,0.2555804849,0.1243098900,0.1243137419,0.0537176654,0.0000000000,0.0000000000,0.0198532641,0.0566013083,0.0581047796,0.1326396763,0.1390293539,0.0000000205,0.0000000000,0.0000000000,0.0000000000,-0.0287847370,0.1537921578,-0.0044614556,0.0420695618,0.1537753493,0.0065187262
11:54:38:09.647,61,0.1821286827,0.2530453801,0.0708599463,0.0000000000,0.0000000000,0.0452360362,0.0000000000,0.1821537763,0.2532048821,0.0466663353,0.0000000000,0.0000000000,0.0452296846,0.0000000000,0.0774606988,0.0000000000,0.0418904312,0.1997006088,0.0511538908,0.5474910140,0.0832097828,0.0000000000,0.0193435103,0.0749582499,0.1006941497,0.0000000000,0.0000000000,0.0312589630,0.0347139910,0.1163841039,0.1281720996,0.0261390042,0.0249980018,0.0829646587,0.0711655617,0.0479528606,0.0497985967,0.5318320990,0.5247049332,0.2974589467,0.3189440966,0.1276743263,0.1276815087,0.0540796742,0.0000000000,0.0000000000,0.0178260356,0.0573014654,0.0593920723,0.1764484793,0.1850913912,0.0000000034,0.0000000000,0.0000000000,0.0000000000,-0.0281664319,0.1547359228,-0.0043928707,0.0427694619,0.1547192931,0.0066684396
11:54:38:10.650,61,0.1835055351,0.2549505830,0.0713062361,0.0000000000,0.0000000000,0.0459183045,0.0000000000,0.1835331917,0.2551152706,0.0463366993,0.0000000000,0.0000000000,0.0459125340,0.0000000000,0.0845983177,0.0000000000,0.0471228063,0.2033965886,0.0459552333,0.5437111259,0.0760814175,0.0000000000,0.0182858333,0.1142949015,0.1378023326,0.0000000000,0.0000000000,0.0341585018,0.0377434455,0.1183240935,0.1298077554,0.0254985765,0.0252477285,0.0810057446,0.0744652599,0.0476224460,0.0493833460,0.5668705702,0.5637840033,0.3301140964,0.3531586230,0.1450386941,0.1450591534,0.0544419847,0.0000000000,0.0000000000,0.0164690446,0.0617211908,0.0666394606,0.2129339874,0.2218356282,0.0000000014,0.0000000000,0.0000000000,0.0000000000,-0.0279623661,0.1559025049,-0.0043944689,0.0430309847,0.1558859646,0.0067606056
11:54:38:11.651,61,0.1839314997,0.2563298941,0.0710995421,0.0000000000,0.0000000000,0.0469235480,0.0000000000,0.1839643717,0.2564926147,0.0465844907,0.0000000000,0.0000000000,0.0469187312,0.0000000000,0.0885104463,0.0000000000,0.0506188832,0.1822170615,0.0415218920,0.5437402725,0.0712510124,0.0000000000,0.0174185876,0.1266001612,0.1492445171,0.0000000000,0.0000000000,0.0360180661,0.0398336463,0.1196647882,0.1312681288,0.0248666033,0.0254478455,0.0803355798,0.0839627683,0.0474205390,0.0491079129,0.5982041359,0.5976439118,0.3935969472,0.4173939824,0.1514720023,0.1515026093,0.0547839589,0.0000000000,0.0000000000,0.0154664172,0.0673699453,0.0740343630,0.2692384422,0.2796168327,0.0000000007,0.0000000000,0.0000000000,0.0000000000,-0.0281081740,0.1567448825,-0.0044416375,0.0429005623,0.1567284316,0.0067771543
11:54:38:12.653,61,0.1838744581,0.2572332323,0.0713006705,0.0000000000,0.0000000000,0.0481701829,0.0000000000,0.1839133352,0.2573983371,0.0464248583,0.0000000000,0.0000000000,0.0481663048,0.0000000000,0.0901269466,0.0000000000,0.0525719859,0.1530560255,0.0382902883,0.6348133087,0.0688768178,0.0000000000,0.0166937076,0.1306363344,0.1534418613,0.0000000000,0.0000000000,0.0371686593,0.0410771184,0.1215987206,0.1350031793,0.0242272299,0.0256580487,0.0818221718,0.0927735344,0.0475817919,0.0491933189,0.6102620959,0.6106633544,0.4102463126,0.4324582815,0.1553809196,0.1554122865,0.0549540147,0.0000000000,0.0000000000,0.0147013459,0.0694366693,0.0766837746,0.2726033628,0.2818356156,0.0000000012,0.0000000000,0.0000000000,0.0000000000,-0.0280093998,0.1572979391,-0.0044419109,0.0430181585,0.1572815329,0.0068201018
11:54:38:13.654,61,0.1824489385,0.2566294670,0.0716291890,0.0000000000,0.0000000000,0.0503258407,0.0000000000,0.1824922562,0.2567981482,0.0460728444,0.0000000000,0.0000000000,0.0503225066,0.0000000000,0.0872838497,0.0000000000,0.0539154261,0.1349592358,0.0359294415,0.6581774354,0.0676301345,0.0000000000,0.0160124265,0.1192583218,0.1363996565,0.0000000000,0.0000000000,0.0379215665,0.0419147685,0.1240733042,0.1411894411,0.0236304477,0.0257732980,0.0894204229,0.1034978330,0.0478479527,0.0493682213,0.5916478634,0.5889646411,0.4183556437,0.4375237823,0.1574856639,0.1575166136,0.0551114343,0.0000000000,0.0000000000,0.0140755661,0.0705835000,0.0780406222,0.2777797282,0.2867772579,0.0000000067,0.0000000000,0.0000000000,0.0000000000,-0.0277986377,0.1569302082,-0.0043980186,0.0432188883,0.1569137871,0.0068356176
11:54:38:14.655,61,0.1816731244,0.2559776902,0.0714257061,0.0000000000,0.0000000000,0.0525895841,0.0000000000,0.1817167401,0.2561436892,0.0463160388,0.0000000000,0.0000000000,0.0525851734,0.0000000000,0.0830308720,0.0000000000,0.0548874065,0.1254840344,0.0341745690,0.6976327300,0.0672421604,0.0000000000,0.0153786270,0.1018084958,0.1188606024,0.0000000000,0.0000000000,0.0384443328,0.0425104797,0.1336375624,0.1555261910,0.0230423212,0.0258095115,0.0943453610,0.1087500006,0.0483849049,0.0498053990,0.5885001421,0.5851903558,0.4154073000,0.4287979603,0.1588281393,0.1588574201,0.0551891848,0.0000000000,0.0000000000,0.0135786636,0.0709229633,0.0783381388,0.2665458322,0.2715465724,0.0000004770,0.0000000000,0.0000000000,0.0000000000,-0.0279471315,0.1565309018,-0.0044100699,0.0430988297,0.1565144211,0.0067990045
11:54:38:15.657,61,0.1800610572,0.2542768419,0.0693537667,0.0000000000,0.0000000000,0.0540986694,0.0000000000,0.1800985783,0.2544194162,0.0483832769,0.0000000000,0.0000000000,0.0540939048,0.0000000000,0.0797690377,0.0000000000,0.0555311255,0.1202786639,0.0329024456,0.7302016020,0.0673896968,0.0000000000,0.0148468232,0.0820502564,0.1041963995,0.0000000000,0.0000000000,0.0387957171,0.0429209359,0.1412595809,0.1637649387,0.0224642307,0.0258061942,0.0966136381,0.1113805771,0.0494216159,0.0505005196,0.5868425369,0.5832366347,0.4025861025,0.4164881408,0.1564386636,0.1564560980,0.0551988743,0.0000000000,0.0000000000,0.0131886844,0.0706854537,0.0774861947,0.2353355289,0.2418657690,0.0000016003,0.0000000000,0.0000000000,0.0000000000,-0.0291993339,0.1554827690,-0.0045762523,0.0418554507,0.1554661691,0.0065580341
11:54:38:16.659,61,0.1767419577,0.2505525649,0.0673326626,0.0000000000,0.0000000000,0.0553111993,0.0000000000,0.1767910719,0.2506718636,0.0504424050,0.0000000000,0.0000000000,0.0553064011,0.0000000000,0.0774499029,0.0000000000,0.0559063330,0.1172201037,0.0319723263,0.7419885993,0.0676369593,0.0000000000,0.0144329211,0.0633963421,0.0909927338,0.0000000000,0.0000000000,0.0390929878,0.0432642847,0.1442814618,0.1671606898,0.0219803620,0.0258789752,0.0977687314,0.1124690846,0.0511287563,0.0517998710,0.5344032645,0.5326462984,0.3320569694,0.3475859463,0.1474944204,0.1475004554,0.0551550873,0.0000000000,0.0000000000,0.0129125845,0.0697926432,0.0759905353,0.1983384639,0.2048923671,0.0000022060,0.0000000000,0.0000000000,0.0000000000,-0.0304528568,0.1531983465,-0.0047014095,0.0406501032,0.1531814188,0.0062741940
11:54:38:17.661,61,0.1657373309,0.2412964404,0.0648370534,0.0000000000,0.0000000000,0.0560278632,0.0000000000,0.1658071727,0.2413874567,0.0529743955,0.0000000000,0.0000000000,0.0560230985,0.0000000000,0.0730912089,0.0000000000,0.0557796396,0.1153727695,0.0315730311,0.6486951113,0.0680135414,0.0000000000,0.0140734529,0.0284187403,0.0600054339,0.0000000000,0.0000000000,0.0392004028,0.0433637053,0.1458540112,0.1686194092,0.0216866937,0.0259755775,0.0976284072,0.1024016961,0.0518193617,0.0523325130,0.4284861088,0.4258191586,0.2260081321,0.2397472113,0.1336531043,0.1336665452,0.0552588366,0.0000000000,0.0000000000,0.0127530089,0.0654884428,0.0702944025,0.1372354776,0.1430965066,0.0000023399,0.0000000000,0.0000000000,0.0000000000,-0.0320089273,0.1475313306,-0.0047560334,0.0391770042,0.1475136429,0.0058198739
11:54:38:18.662,61,0.1548229456,0.2353380322,0.0654158741,0.0000000000,0.0000000000,0.0564925261,0.0000000000,0.1549223512,0.2354348749,0.0522436500,0.0000000000,0.0000000000,0.0564875454,0.0000000000,0.0594600700,0.0000000000,0.0446470454,0.0706070065,0.0483227558,0.5151160955,0.1849690229,0.0000000000,0.0139170038,0.0157351568,0.0429282859,0.0000000000,0.0000000000,0.0387776420,0.0427119769,0.1465801895,0.1692300290,0.0217988882,0.0262924787,0.1058071554,0.0931264535,0.0527796634,0.0530658774,0.2312572002,0.2225117534,0.0905637518,0.0967983752,0.1293643266,0.1293784529,0.0556588657,0.0000000000,0.0000000000,0.0160235669,0.0598253272,0.0623825565,0.1172857285,0.1222599149,0.0000018765,0.0000000000,0.0000000000,0.0000000000,-0.0315842368,0.1438912600,-0.0045755301,0.0395478532,0.1438730955,0.0057279035
11:54:38:19.663,61,0.1455601007,0.2274191380,0.0655452162,0.0000000000,0.0000000000,0.0550965704,0.0000000000,0.1457192451,0.2275170684,0.0518812090,0.0000000000,0.0000000000,0.0550905988,0.0000000000,0.0265912693,0.0000000000,0.0259025153,0.0344650857,0.0438496880,0.0970327705,0.1714190841,0.0000000000,0.0142914746,0.0136772078,0.0464356728,0.0000000000,0.0000000000,0.0267107207,0.0274899919,0.0581143126,0.0652456507,0.0216373317,0.0259455834,0.0973046944,0.0549022444,0.0524400361,0.0528614186,0.0475858934,0.0443702750,0.0249962360,0.0249168389,0.1162057742,0.1162587777,0.0492638759,0.0000000000,0.0000000000,0.0184570290,0.0425476655,0.0436937772,0.0592467003,0.0610203557,0.0000007928,0.0000000000,0.0000000000,0.0000000000,-0.0313867368,0.1390512139,-0.0043919622,0.0396533385,0.1390324533,0.0055473899
11:54:38:20.665,61,0.1419841200,0.2220174819,0.0661381036,0.0000000000,0.0000000000,0.0532089472,0.0000000000,0.1421598494,0.2221214175,0.0509946980,0.0000000000,0.0000000000,0.0532029942,0.0000000000,0.0169769824,0.0000000000,0.0155232260,0.0216554347,0.0325625278,0.0094987582,0.1724735796,0.0000000000,0.0150764938,0.0114532653,0.0454803668,0.0000000000,0.0000000000,0.0217703804,0.0221288726,0.0353276283,0.0384645797,0.0216617044,0.0253384411,0.0988492221,0.0501830094,0.0522586815,0.0528416671,0.0021113881,0.0008616304,0.0000000000,0.0000000000,0.0993978009,0.0994606316,0.0425701328,0.0000000000,0.0000000000,0.0216415785,0.0355245173,0.0364135727,0.0417885147,0.0426177271,0.0000002788,0.0000000000,0.0000000000,0.0000000000,-0.0308644865,0.1357513368,-0.0042151297,0.0400302783,0.1357321888,0.0054654968
11:54:38:21.667,61,0.1401784718,0.2182910442,0.0667295679,0.0000000000,0.0000000000,0.0523064025,0.0000000000,0.1403625607,0.2184007019,0.0501815341,0.0000000000,0.0000000000,0.0523004904,0.0000000000,0.0143507924,0.0000000000,0.0109194992,0.0152749522,0.0290900040,0.0218080021,0.2407921553,0.0000000000,0.0155962026,0.0017908141,0.0185652468,0.0000000000,0.0000000000,0.0192294270,0.0193045828,0.0317866430,0.0357500836,0.0231806561,0.0248636138,0.1673384309,0.0946544185,0.0545657314,0.0576965660,0.0114570707,0.0085050194,0.0000000000,0.0000000000,0.0933015645,0.0933639556,0.0397711322,0.0000000000,0.0000000000,0.0319904573,0.0322238393,0.0329120122,0.0442074575,0.0442126021,0.0000002450,0.0000000000,0.0000000000,0.0000000000,-0.0303816665,0.1334753633,-0.0040788092,0.0404007062,0.1334559619,0.0054224259
11:54:38:22.668,61,0.1388439089,0.2117418498,0.0665424019,0.0000000000,0.0000000000,0.0515653528,0.0000000000,0.1390311867,0.2118487209,0.0502769426,0.0000000000,0.0000000000,0.0515594296,0.0000000000,0.0140526043,0.0000000000,0.0081745805,0.0126541685,0.0273106322,0.0126849469,0.1877726316,0.0000000000,0.0158798080,0.0000000000,0.0101941638,0.0078347474,0.0000000000,0.0174631942,0.0174546856,0.0297919251,0.0327753201,0.0240026452,0.0245046727,0.1226191372,0.0733623207,0.0545483604,0.0582555197,0.0083981557,0.0056975679,0.0000000000,0.0000000000,0.0758001655,0.0758427531,0.0377014987,0.0000000000,0.0000000000,0.0347050652,0.0303865988,0.0309474152,0.0428115614,0.0424729064,0.0000003713,0.0000000000,0.0000000000,0.0000000000,-0.0304555483,0.1294714212,-0.0039646705,0.0403087027,0.1294514686,0.0052458965
11:54:38:23.670,61,0.1321073323,0.2029159069,0.0642156154,0.0000000000,0.0000000000,0.0511417948,0.0000000000,0.1323496103,0.2030007243,0.0525395423,0.0000000000,0.0000000000,0.0511356778,0.0000000000,0.0150827505,0.0000000000,0.0064750905,0.0196215436,0.0280552376,0.0105629386,0.1241694838,0.0000000000,0.0163854696,0.0000000000,0.0065365299,0.0115582244,0.0000000000,0.0163168311,0.0162710641,0.0300765876,0.0322145112,0.0253844261,0.0244748648,0.0960484594,0.0576096550,0.0506341122,0.0536288619,0.0125732310,0.0102216434,0.0000000000,0.0000000000,0.0693731159,0.0694351271,0.0365066230,0.0000000000,0.0000000000,0.0331785642,0.0295024533,0.0299692787,0.0423341058,0.0418400168,0.0000003716,0.0000000000,0.0000000000,0.0000000000,-0.0318480469,0.1240693480,-0.0039710742,0.0389259681,0.1240487397,0.0048523750
11:54:38:24.671,61,0.1287180483,0.1992239654,0.0604894981,0.0000000000,0.0000000000,0.0509946160,0.0000000000,0.1289542466,0.1992759556,0.0563717186,0.0000000000,0.0000000000,0.0509880558,0.0000000000,0.0263103396,0.0000000000,0.0056216992,0.0650360957,0.0756662488,0.0416191891,0.1300529242,0.0000000000,0.0191514492,0.0000000000,0.0256563630,0.0079030134,0.0000000000,0.0158213284,0.0158002656,0.0443654135,0.0480057560,0.0371090136,0.0269130226,0.0872804299,0.0514458008,0.0491865352,0.0519272089,0.0457060672,0.0413542837,0.0000000000,0.0000000000,0.0683124959,0.0683898553,0.0362458974,0.0000000000,0.0000000000,0.0316172019,0.0302590821,0.0302214734,0.0484728888,0.0490830690,0.0000003301,0.0000000000,0.0000000000,0.0000000000,-0.0341806002,0.1218022406,-0.0041831466,0.0366775095,0.1217813194,0.0044878125
11:54:38:25.673,61,0.1433490664,0.1956581920,0.0588855073,0.0000000000,0.0000000000,0.0552192889,0.0000000000,0.1436015517,0.1956962645,0.0580973513,0.0000000000,0.0000000000,0.0552090853,0.0000000000,0.0792577788,0.0000000000,0.0099913962,0.1838234067,0.1714092046,0.2217513174,0.2209127992,0.0000000000,0.0376930460,0.0044697961,0.0849697813,0.0000000000,0.0000000000,0.0195168313,0.0221391432,0.1048893929,0.1180526689,0.0432095230,0.0438047722,0.0838835835,0.0485730916,0.0487224162,0.0512870885,0.1948343366,0.1992385983,0.0256395489,0.0412872806,0.0748412982,0.0749411583,0.0473652221,0.0000000000,0.0000000000,0.0307145566,0.0787098929,0.0799068063,0.0957256705,0.1008358300,0.0000007021,0.0000000000,0.0000000000,0.0000000000,-0.0352362692,0.1196186692,-0.0042342325,0.0357143842,0.1195974350,0.0042908923
11:54:38:26.675,61,0.1470886022,0.1975835264,0.0627458394,0.0000000000,0.0000000000,0.0581167005,0.0000000000,0.1473349035,0.1976536214,0.0544455014,0.0000000000,0.0000000000,0.0581057481,0.0000000000,0.1003574207,0.0000000000,0.0209775027,0.2718932331,0.1218714565,0.2706004083,0.1393670440,0.0000000000,0.0406166278,0.0448796079,0.1029037982,0.0000000000,0.0000000000,0.0301884543,0.0351728201,0.1219298616,0.1374105364,0.0456864275,0.0482167006,0.0814757645,0.0473915711,0.0470922440,0.0488152094,0.3202812374,0.3245919049,0.0778182298,0.0896024853,0.0798637196,0.0799440295,0.0527912825,0.0000000000,0.0000000000,0.0262263827,0.0909358710,0.0925974622,0.1038090363,0.1096348390,0.0000005739,0.0000000000,0.0000000000,0.0000000000,-0.0330166481,0.1208058894,-0.0040073735,0.0380502716,0.1207847819,0.0046172272
11:54:38:27.677,61,0.1521631777,0.2011809051,0.0655979440,0.0000000000,0.0000000000,0.0594563633,0.0000000000,0.1523407400,0.2012750059,0.0518840700,0.0000000000,0.0000000000,0.0594451725,0.0000000000,0.1508360654,0.0000000000,0.0281237178,0.3653655350,0.0888421237,0.2503734231,0.0967793092,0.0000000000,0.0368583202,0.0802405700,0.1505860686,0.0000000000,0.0000000000,0.0381045602,0.0443719886,0.1346355975,0.1480395496,0.0430033207,0.0495113246,0.0592804812,0.0463036969,0.0413000546,0.0421714894,0.5108545423,0.5103449821,0.1005579680,0.1213501468,0.0905886889,0.0906581432,0.0554176532,0.0000000000,0.0000000000,0.0212586224,0.0857688487,0.0934581086,0.1006535143,0.1090377048,0.0000011993,0.0000000000,0.0000000000,0.0000000000,-0.0314548388,0.1230130717,-0.0038883316,0.0397691280,0.1229921952,0.0049147699
11:54:38:28.679,61,0.1556081027,0.2059047967,0.0694357678,0.0000000000,0.0000000000,0.0601436794,0.0000000000,0.1557696015,0.2060332000,0.0482645556,0.0000000000,0.0000000000,0.0601324923,0.0000000000,0.1778095216,0.0000000000,0.0312971510,0.4162292778,0.0725691766,0.2030898929,0.0772739649,0.0000000000,0.0350978263,0.1349600106,0.1904723942,0.0000000000,0.0000000000,0.0424215011,0.0495678447,0.1482148618,0.1592657715,0.0376971439,0.0486876629,0.0474045202,0.0428259373,0.0379844978,0.0384962000,0.6536791921,0.6492444873,0.1137135029,0.1362882704,0.0988217890,0.0988889635,0.0567812920,0.0000000000,0.0000000000,0.0181324389,0.0732512921,0.0830258280,0.1005960032,0.1099305823,0.0000011996,0.0000000000,0.0000000000,0.0000000000,-0.0292498693,0.1259126663,-0.0037019714,0.0420806184,0.1258921325,0.0053241625
11:54:38:29.680,61,0.1576557904,0.2124529630,0.0732076988,0.0000000000,0.0000000000,0.0604619421,0.0000000000,0.1578161120,0.2126176059,0.0447003730,0.0000000000,0.0000000000,0.0604507960,0.0000000000,0.1918647885,0.0000000000,0.0332186632,0.4380642176,0.0637624711,0.1860236526,0.0671610013,0.0000000000,0.0337287150,0.1533247828,0.2094719112,0.0000000000,0.0000000000,0.0449165888,0.0525674224,0.1569275707,0.1680804342,0.0341662094,0.0467804261,0.0416484065,0.0401331745,0.0358964130,0.0362858325,0.7059401274,0.7001177669,0.1209213510,0.1441419870,0.1048186868,0.1048865542,0.0574783608,0.0000000000,0.0000000000,0.0162166450,0.0679726675,0.0780576766,0.1005203947,0.1103350595,0.0000010006,0.0000000000,0.0000000000,0.0000000000,-0.0270758606,0.1299286038,-0.0035374123,0.0443437137,0.1299085766,0.0057912911
11:54:38:30.681,61,0.1594745666,0.2155393064,0.0740723684,0.0000000000,0.0000000000,0.0606215671,0.0000000000,0.1596631110,0.2157132328,0.0439220928,0.0000000000,0.0000000000,0.0606105290,0.0000000000,0.2009973824,0.0000000000,0.0345414579,0.4488918483,0.0586355999,0.1689150035,0.0617205389,0.0000000000,0.0326761417,0.1782907546,0.2381765395,0.0000000000,0.0000000000,0.0470656045,0.0550774969,0.1612531692,0.1727751344,0.0319998153,0.0457385257,0.0384717397,0.0379263461,0.0345917642,0.0349159576,0.7263072133,0.7210245132,0.1244563535,0.1480058134,0.1081194803,0.1081970632,0.0578114949,0.0000000000,0.0000000000,0.0149458712,0.0653073713,0.0755716935,0.1003955081,0.1104155555,0.0000012222,0.0000000000,0.0000000000,0.0000000000,-0.0265978258,0.1318186074,-0.0035261079,0.0448563322,0.1317988336,0.0059444197
